title,content
"Ralph Stanley, bluegrass music legend, dies at 89"," (CNN) Bluegrass music pioneer Ralph Stanley died Thursday at the age of 89, publicist Kirt Webster announced on Stanley’s official website. The ”patriarch of Appalachian music who with his brother Carter helped expand and popularize the genre that became known as bluegrass, died Thursday from difficulties with skin cancer,” Webster wrote. Stanley was already famous in bluegrass and roots music circles when the 2000 hit movie ”O Brother, Where Art Thou?” thrust him into the mainstream. He provided a haunting a cappella version of the dirge ”O Death” and ended up winning a Grammy. ”’O Brother’ has done wonders for me and anyone who plays this style,” Stanley told CNN in 2001. Stanley was born in Big Spraddle Creek, Virginia, in 1927 and grew up playing and listening to traditional mountain music, according to his biography on the International Bluegrass Music Museum website.  After World War II, he and his brother Carter formed the Stanley Brothers and their Clinch Mountain Boys and gained regional success playing for crowds mostly in the Appalachian Mountains.  Ralph played banjo and sang. After Carter’s death in 1966, he took on duties as front man for the groups, the IBMM said. In the 1960s, the Stanleys were exposed to new audiences on college campuses, in Europe and at music festivals, thanks to the folk music boom. His group was the first bluegrass band to play at the Newport Folk Festival, in 1959, the IBMM said. Ricky Skaggs and Keith Whitley were just two of the musicians who played in his band and later became   in their own right. Despite health problems, Webster said, Ralph Stanley ”continued to record and tour into his 80s, often performing with his son Ralph Stanley II on guitar and his grandson Nathan on mandolin.” Stanley was a member of the Bluegrass Hall of Fame and the Grand Ole Opry and was presented a ”Living Legend” award by the Library of Congress in 2000."
"Shoe envy, a Toby Keith concert, and sword dancing — 7 bizarre moments from Trump’s first foreign trip","’President Donald Trump visited Saudi Arabia over the weekend, and the   kingdom pulled out all the stops.’ ”Saudi Arabia was the first stop on Trump’s weeklong trip abroad, the first of his presidency. He traveled to Israel on Monday, with stops in Vatican City, Belgium, and Italy scheduled over the next week.” ’While many of the events were a serious affair  —   from  about combatting terrorism to a   —   the   weekend also featured many lighthearted moments.’ ”Here are seven entertaining tidbits from Trump’s first trip abroad:” ’Source: ’ ’Source: ’ ’Source: ’ ’Source: ’ ’Source: ’ ’Sources:  ’ ’President Donald Trump visited Saudi Arabia. ..’ ’’ ’’ ’’"
Afghanistan Forces Struggle to Hold Firm Against Taliban in South - The New York Times,"   Afghanistan  —   As Taliban fighters push toward the southern city of Lashkar Gah, members of Afghanistan’s elite forces are trying to hold their ground here, about 10 miles from the city, the capital of Helmand Province and a critical link in the defense of the entire region. The Afghan government’s need to rely on the special forces, highly trained for commando raids, to guard the perimeter of the city exposes a stark reality. As Helmand, the largest province in Afghanistan and the center of its opium production, endures intense enemy fire this summer, the regular police and army forces have failed to stand firm, raising the possibility that the Taliban could overrun Lashkar Gah. “The police, as soon as they were inflicted with some casualties, gave up about 27 posts one after another without a fight, and our posts were surrounded by surprise,” said Col. Nematullah Khalil, the commander of the Afghan Army’s Third Regiment, 215 Corps, whose soldiers are trying to help the special forces hold the line in    in the Nad Ali district. “The enemy planted a lot of mines wherever they reached, and that slows us down. ” Lt. Col. Mohammad Omar Jan, the police chief of the Nad Ali district, rejected that assessment. The army is blaming the police to cover up its own weakness, Colonel Jan said, adding that the army was responsible for   ’s security because his forces were busy trying to secure the district governor’s compound. “The police are fighting in the front line and suffer heavy casualties more than any other forces,” he said. In the scorching heat on the front lines near    members of regular police and army units looked tired on a recent day as they gathered in small clusters, resting in the shade of some buildings’ mud walls. The main road that separates the Afghan forces from the Taliban, who have been striking more forcefully and relentlessly this fighting season, is heavily mined. The   cornfields around the largely abandoned homes look calm, but at night the forces regularly clash with the Taliban. The troops have managed to retake only about a mile in the 10 days since they lost much of the    area, said Colonel Khalil, the Afghan Army officer. The entire area held by government forces in Helmand has shrunk in recent months. Four districts, including Musa Qala and Nawzad, that were the focus of thousands of American and coalition troops during the 2010 surge are under Taliban control. Frequent airstrikes and reinforcements are required to keep many of the other 10 districts, some only nominally in government control, from falling. While Afghan officials insist that Lashkar Gah will not be lost, their   strategy seems unsustainable against an enemy that has proved to be mobile and resilient. Defending the district centers that have not fallen to the Taliban has required a delegation of senior generals and officials from Kabul to shuttle back and forth to monitor developments. On Thursday morning, the senior generals led the fighting, pushing their ground troops and calling in strikes by Afghan and American aircraft to fend off Taliban advances on the district center of Nawa, just south of Lashkar Gah and one of the safest places in Helmand until recently. The Taliban fire, including mortar barrages, damaged the government buildings and demolished the watchtowers. On returning to Lashkar Gah, the generals remained in emergency mode, constantly on the line with troops in other districts, urging them to hold their ground. The Taliban fighters, many of them retreating from Nawa, shifted to exert pressure on the center of the neighboring district of Garmsir. The generals rallied some commandos and then piled into helicopters to save Garmsir. Another team was busy trying to clear the main road to Kandahar Province, which had remained blocked for a week because of Taliban mines and check posts, officials said. Sultan Muhammad, the police chief of Maiwand District, who participated in the road clearance, said that the authorities had defused as many as 100 roadside bombs, and that teams were continuing to clear more even as they were being engaged by the Taliban. Late on Sunday, the convoy of the provincial police chief, Gen. Aqa Noor Kentoz, struck a roadside bomb. The general and three of his guards were wounded, a spokesman for the provincial governor said. Why are the Afghan forces, who local security officials say outnumber the insurgents at least five to one and receive air support, struggling so badly in a strategic province? Helmand was a center of President Obama’s surge, in which tens of thousands of American and coalition troops were sent to try to secure the area, with hundreds of NATO military advisers still aiding the Afghans in the province. Some of the most senior members of the original Taliban are from Helmand, but they now operate from across the border in Pakistan, enabling them to move back and forth, often out of the reach of coalition forces. Beyond its symbolic value, Helmand remains a focus of their attacks not only because it is the gateway to other southern provinces, but also because its fields produce the highest amount of opium in Afghanistan and its vast deserts sit on the main opium trade route. Increasingly, the Taliban have come to resemble a drug cartel as much as an insurgency, relying heavily on the profits from the opium trade to fund their fight. Complicating the situation, officials in Helmand say, local strongmen are using their influence to plant their own men in provincial security jobs in outposts on the   route. Gen. Abdul Rahman Rahman, the deputy interior minister, said more than 90 percent of the police officers in Helmand were residents of the province and thus vulnerable to meddling and conflicting loyalties. For example, if a commander is replaced because of incompetence or abuse, security officials say, he is apt to take hundreds of his men with him, leaving a hole in the area’s defense. Political ties can also undermine security. When the brother of a powerful lawmaker who served as the security chief of the Garmsir district was fired recently over allegations that he was involved in the drug trade, the lawmaker organized protests in Lashkar Gah and Kabul. (One of the lawmaker’s nephews remains the head of counternarcotics in the province.) Moreover, military goals pale compared with the allure of financial gain. “The most important thing for the forces in Helmand is their own interests and business in the province  —   they are trying to get the amount of money which they have been told,” said Muhammad Jan Rasulyar, a former deputy governor of Helmand, referring to the widely held belief that commanders in lucrative posts pay   who help them get such jobs. “Differences between government authorities in Helmand made the Taliban stronger in the province, and this is the main reason for the increasing of conflicts. The authorities ward off each other instead of the enemy. ” The army itself has struggled to recover after suffering a record number of casualties in Helmand last year. Gen. Murad Ali Murad, the deputy chief of the army staff, said senior officers had tried to use the winter months to rebuild the 215 Corps. But the relentless pace of the fighting, in Helmand and in other parts of the country, derailed their efforts. New recruits with little experience were thrown into battle. “All of a sudden, the threats in Helmand increased and there was need for those forces to be used in the field, and we felt their deficiencies,” General Murad said. “We felt their lack of equipment and experience in the battlefield. ” Conversely, the Taliban seem to be growing in their actual fighting capability, or in their psychological hold over a struggling foe. Afghan commanders, security officials and   fighters say the insurgents are physically tough and use   goggles, snipers and sophisticated weapons. This phase of the war pits   insurgents who plant mines and then swiftly disappear against an armed force that is lured into traps while chasing the insurgents. This happens even as the soldiers are supported by aircraft that can rain down fire that makes the holding of any area costly for the Taliban. But more than anything, it is an uneven fight between insurgents prepared to attack and die, and soldiers who would flee to live. It is also a story told by the disparity in the unverified number of casualties provided by Helmand’s governor, Hayatullah Hayat. In the most recent two weeks of fighting, 210 Taliban fighters were killed and 40 were wounded, compared with 15 dead and 35 wounded for the Afghan forces, the governor said (though other local officials have suggested that the casualties to Afghan forces could be much higher)."
"Report: Identity of St. Cloud, Minnesota Mall Attacker Revealed as Dahir Adan, Say ’Leaders of Somali-American Community’ - Breitbart","UPDATE: Dahir Adan’s father, Ahmed Adan, says that police identified his son as the slain attacker. [Ahmed Adan told the Star Tribune of Minneapolis that police told him Saturday night that his son, Dahir A. Adan, died at Crossroads Center mall in St. Cloud. He says police didn’t mention the attack on the mall, but they seized photos and other materials from the family’s apartment. Authorities haven’t publicly identified the attacker. Minn. attacker was Dahir Adan, acc ro his dad, who said thru translator he born in Africa, lived in U. S. for 15yrs https:  .   —   Laura Ingraham (@IngrahamAngle) September 18, 2016,   The original story begins below: The Saint Cloud Times is reporting Dahir Adan, a member of the local Somali Community, was the man who attacked nine people at a local mall Saturday while shouting about “Allah. ” A short time earlier, St. Cloud   community members identified the deceased suspect as Dahir Adan. Leaders of the   community in St. Cloud gathered Sunday with his family and issued a statement of sympathy for the family and the nine victims of the attack. Community leader Abdul Kulane said as far as the family and community know, the suspect did not have any history of violence. He was known as a smart, accomplished student at Apollo High School. He was a junior at St. Cloud State University, Kulane said. Adan was also working   as a private security officer, leaders said. At a press conference on Sunday, St. Cloud, Minnesota city officials refused to release the identity of the man who attacked nine people with a knife in a local mall Saturday night while shouting “Allah. ” The attacker was killed by an   police officer from a nearby city who happened to be in the mall at the time. Mayor Dave Kleis of St. Cloud said that three of the victims were hospitalized, while six had not been hospitalized. Police Chief William Blair Anderson said that police had executed search warrants at two apartments in St. Cloud and had secured the suspect’s vehicle, which was found in the mall parking lot. Anderson also said the SCPD had had three “contacts” with the suspect, all of which were minor. At least one was a traffic incident. Anderson added that he did not know how long the suspect had been living in the St. Cloud community. The FBI     from Minneapolis said the FBI and the   Task Force were investigating the attack as a “potential” terrorism incident and was seeking the suspect’s immigration records. Mayor Kleis said the situation was “fluid. ” On Sunday, ISIS released a statement calling the attacker a “soldier of the Islamic state. ” According to the State Department’s Bureau of Population, Refugees, and Migrants interactive reporting website, 1, 061 Somali refugees have been resettled in St. Cloud in the six years since 2011, a pace that has accelerated over the past three years.   Somali refugees arrived in the Minnesota city  located seventy miles from Minneapolis in FY 2011,  and more than 200 per year have arrived in the four fiscal years since 2013. Only one other refugee from a different country of origin —  that one was from Burma, arrived during these six years. Across the state of Minnesota, 4, 995 Somali refugees arrived over this six year period. As the St. Cloud Times reported in 2015, tensions between the Somali refugees and local residents of St. Cloud have been high: Ethnic tension inside Technical High School became public spectacle Wednesday on its south lawn as more than 100 students and parents, most of them Somali, protested what they described as a pattern of bullying and discrimination to which school officials have not adequately responded. The protest started shortly before noon. Protesters, including students and parents, chanted slogans and waved posters. Inside the school, normal activity ground to a halt as the bulk of students not involved in the protest were contained to their classrooms. One of the protesters, Tech junior Hafsa Abdi, said students organized the event because administrators haven’t addressed conflicts between Somali and   students. Other protesters alleged unfair school disciplinary practices in which Somali students are disciplined more harshly than  . “They are not taking any calls right now,” a person who answered the phone at the St. Cloud Police Department tells Breitbart News about the department’s media representatives. Breitbart News also sent these questions by   to the St. Cloud Police Department, but has not received a response: Chief Anderson said at a Sunday press conference the department had three previous contacts with the attacker, so you obviously know his name. If you are not releasing his name now, when do you plan to release his name? Was the deceased attacker a resettled refugee? Was the deceased attacker a resettled refugee from Somalia? Was the deceased attacker a resettled refugee from Somalia residing in the St. Cloud community? Can you comment on the statement released by ISIS that the attacker was “a soldier of the Islamic state?” Local grassroots activists have been critical of the lack of information concerning the suspect’s identity, as well as local media reporting. “The reporting is so biased this morning a TV reporter on WCCO in Minneapolis interviewed an eyewitness who got close enough to identify the perpetrator without question. However, the description was edited down to a tall, thin male with a goatee!” a local grassroots activist tells Breitbart News. “A month ago, Governor Dayton was quick to visit St Cloud to tell critics of refugee resettlement that they should move to another state. Yet, the morning after mass stabbing a by what appears to be a Somali Muslim yelling ‘Allah’ the governor is nowhere to be found,” the activist adds. Back in 2015, Ann Corcoran of Refugee Resettlement Watch wrote, “Lutheran Social Service of Minnesota is responsible for the Somali chaos in St. Cloud. ” That supposedly ‘Christian’ charitable organization is directly responsible for the high Somali numbers in St. Cloud, and they are jointly responsible for bringing over ten thousand Somalis from around the world to colonize Minnesota towns in the last ten years alone —  Catholic Charities and World Relief MN (now Arrive Ministries) helped also. Corcoran added: A few years ago Saint Cloud, MN was targeted as a new Somali resettlement site by the US State Department and its contractor there —   Lutheran Social Service of Minnesota. Originally the Somalis there were what the refugee industry calls “secondary migrants” who move in from other areas of the state or from another state —  usually because they hear that an enclave of their kind of people is growing, sometimes for jobs, and sometimes for better welfare. St. Cloud’s Somali population is now growing as Somalis are arriving directly from hot spots around the world. (The direct resettlement by the Lutherans to St. Cloud began in around 2010.)"
The inside of Apple’s new $5 billion campus is stunning,"’  ’ ”   The interior of Apple’s new $5 billion Apple Campus 2 in   Cupertino, California, is breathtaking in its scale. ” ’   The company has publicly been working on the project since 2011   and is expected to finally move into the project, informally   referred to as ”the spaceship” or ”the death star,” early   next year. ’ ’   This photo, which appears to show the campus cafeteria, was   recently distributed to Apple employees and was   published  a French Apple site. ’ ’. ’ ”   Here’s a completed part of the campus exterior, courtesy of   Apple: ” ’  ’ ”   Here’s what the campus will look like when completed, according   to renderings: ” ’  ’"
This is the most WTF week in Washington in a long time," (CNN) Remember that time when former acting Attorney General Sally Yates testified in front of a Senate committee that she had warned White House counsel Don McGahn that national security adviser Michael Flynn was compromised by the Russians and was a potential blackmail target? That happened less than five days ago. This week in politics has seemed more like a month as stories    like the one involving Yates, Flynn and McGahn    that would have been MASSIVE news in a normal week are forgotten amid the next MASSIVE story to break. Walk down memory lane with me. And remember that all of these things have happened in the last 96 hours. Tuesday, May 9, The day is dominated by talk of why Trump didn’t fire Flynn for 18 days after Yates told McGahn about her concerns. Then, just before 6 p. m. ET, Trump fires FBI Director James Comey. Minutes later, CNN breaks the news that grand jury subpoenas have been delivered to associates of Flynn in connection with the ongoing FBI investigation into Russia’s meddling in the 2016 presidential election. The White House communications shop goes into panic mode, with press secretary Sean Spicer’s         briefing as the  .  Wednesday, May 10, Vice President Mike Pence goes to Capitol Hill to argue that President Trump fired Comey because of a memo penned by Deputy Attorney General Rod Rosenstein arguing that Comey lost the confidence of the FBI with his handling of the investigation into Hillary Clinton’s private email server. (Trump would directly contradict that assertion less than 24 hours later.) Then, Trump does a   with former Nixon Secretary of State Henry Kissinger even while comparisons of his firing of Comey to Nixon’s firing of special prosecutor Archibald Cox in the infamous ”Saturday Night Massacre” swirl.  Later, pictures emerge of a smiling Trump shaking hands and laughing with Russian Foreign Minister Sergey Lavrov and Russian ambassador Sergey Kislyak. Yes, the same Kislyak at the center of the Flynn investigation. And the guy who Attorney General Jeff Sessions forgot he met with twice during the 2016 campaign, leading to his decision to recuse himself from the Russia probe. The White House later admits it was tricked by the Russians, who used the photos to troll Trump. Thursday, May 11  Two interviews with Trump    one in Time, the other in The Economist    come out in the morning. In the Time interview, Trump watches taped footage of the Yates hearing and offers biting commentary. In the Economist interview, Trump seems to claim he invented the phrase ”priming the pump.” Acting FBI Director Andrew McCabe testifies in front of the Senate intelligence committee and directly contradicts repeated assertions by the Trump White House that Comey was disliked and distrusted by the rank and file at the FBI.   Trump sits for an interview with NBC’s Lester Holt in the afternoon, in which he insists he was going to fire Comey regardless of the Rosenstein memo    throwing two days of White House spin out the window    and acknowledges that Comey’s interest in the Russia investigation played a role in his dismissal. (The White House had repeatedly insisted the Russia investigation had nothing to do with Trump’s decision.) As a cherry on top of the day, Trump gets into a Twitter fight with comedian    and longtime nemesis    Rosie O’Donnell. Which brings us to the present. So far today, Trump has sent six early morning tweets in which he, among other things, threatened Comey to stay silent, floated the idea he might be taping conversations at the White House (Nixon, again!) argued that his staff can’t possibly be expected to tell the truth all the time and suggested canceling the daily press briefing. Trump’s lawyers also released a statement insisting that his last decade of tax returns do not show ”any income of any type from Russian sources.” They refused to release any of the documentation to back up that claim Trump has resisted releasing his tax returns for months, insisting they remain under audit. It makes me tired just writing it all. The pace at which the news moves in the Trump presidency is, literally, unheard of    the result of the   social media culture, Trump’s unpredictability, the level of interest (positive and negative) in everything and he does and, frankly, the long hours he keeps. It’s easy amid the barrage    and every week has been a maelstrom if not the Category 5 level of this week    to forget things that happened even a day or two ago.   Some of that is a concerted strategy on Trump’s part. If you throw 100 balls into the air every day, no one can catch them all. He has, throughout his life, shown a penchant for using a new headline (of his own making) to bump down a less favorable headline. He thinks and acts like a cable TV producer and he knows that whatever is freshest is what usually dominates. But there’s more here too. The pace at which Trump moves and acts    and tweets    often feels manic, as though he is playing right on the edge between strategic and totally out of control.   The events of this week seem to be firmly in the    space. Trump and his White House seem to be careening from one    disaster to another. There appears to be no consistent message, no consistent strategy and no real plan to get one.   The image that keeps coming to my mind is Trump, alone, angry and tweeting, while his staff runs around like chickens with their heads cut off trying to put out a fire    even as two more start behind them. Being unpredictable and unorthodox is one thing. Being totally out of control    a car with no brakes, a roller coaster car running out of track    is another. And Trump’s White House finds itself jammed into that car    with no clear sense of where they’re headed    right about now."
Ted Koppel to Sean Hannity: You Are ’Bad for America’ - Breitbart,"On this weekend’s broadcast of CBS’s “Sunday Morning” during a segment about the polarized media landscape in America, an exchange by CBS contributor Ted Koppel and Fox News Channel host Sean Hannity was featured that Koppel said Hannity was “bad for America. ”  Koppel suggested he was skeptical that the American public and more specifically Hannity’s viewers could differentiate an opinion show and a news show. He added that it was bad over the “long haul” because the audiences Hannity and others are reaching are more concerned with ideology than facts. Partial transcript as follows: HANNITY: We have to give some credit to the American people that they’re somewhat intelligent and that they know the difference between an opinion show and a news show. You’re cynical. KOPPEL: I am cynical. HANNITY: Do you think we’re bad for America? You think I’m bad for America? KOPPEL: Yeah. HANNITY: You do? Really? KOPPEL: In the long haul I think you and all these opinion shows  —   HANNITY: That’s sad, Ted. That’s sad. KOPPEL: No, you know why? Because you’re very good at what you do, and because you have attracted a significantly more influential  —   HANNITY: You are selling the American people short. KOPPEL: No, let me finish the sentence before you do that. HANNITY: I’m listening. With all due respect. Take the floor. KOPPEL: You have attracted people who are determined that ideology is more important than facts. Later after the segment aired, Hannity challenged CBS News in a tweet to release the entire interview. ”Fake Edited News”  @CBSNews release the Unedited 45 minute interview so people can see the BS games you play in the edit room. I dare you! https:  .   —   Sean Hannity (@seanhannity) March 26, 2017,  Watch the full “Sunday Morning” segment,  (  The Hill) Follow Jeff Poor on Twitter @jeff_poor"
Plouffe on Trump: ’We Basically Have A Psychopath Running For President’ - Breitbart,"Sunday on NBC News’ “Meet the Press,” former Obama campaign manager David Plouffe called Republican presidential nominee Donald Trump “a psychopath” in describing his run for president.  Plouffe  said, “I think the assessment was that Donald Trump would do some things to appeal to the middle of the electorate, to appeal to suburban college educated woman. He’s not. We basically have a psychopath running for president. I mean he meets the clinical definition. ” Host Chuck Todd pushed back, saying, “Wait a minute. Do you really think  —   diagnosing people on air and I assume you don’t have a degree in psychology, is that fair? I mean, we’re jumping to conclusions here. I think this is what gets voters frustrated with this kind of thing. ” Plouffe  added, “Listen. He  —   the grandiose notion of   pathological lying, lack of empathy and remorse. I think he does, right? I don’t have a degree in psychology but here is  —   Chuck, basically the race sits today. I think Hillary Clinton is guaranteed at least 269 electoral votes because Virginia and Colorado both campaigns are put away. ” Follow Pam Key on Twitter @pamkeyNEN"
"Trump may chill Obama’s warmer relations with Cuba, officials say","Havana, Cuba (CNN) President Donald Trump is expected to roll back portions of the Obama opening with Cuba as early as June, according to a US government official involved in the review of current US policy toward the   island. That official, as well as other current and former administration officials and Cuba experts, expect an announcement from Trump soon that the United States would no longer make unilateral concessions to Cuba    as critics accused the Obama administration of doing. They also expect that Trump will demand US fugitives of justice, such as Assata Shakur, who received political asylum on the island after being convicted of killing a New Jersey state trooper and escaping from a US prison, be extradited. And they believe the President will bar American companies from making deals with the Cuban military, which controls much of the   tourism industry. Trump is not expected to reverse all of Obama’s changes, which were seen as the most significant relaxation of tensions between the United States and Cuba since Fidel Castro’s 1959 revolution. But, current and former US officials say, Trump is looking to make a symbolic gesture that will fulfill his campaign promises to conservative   voters and   members of Congress without closing the door on Cuba’s emerging market for US businesses. ”I’m 1, 000 percent sure the President is going to deliver on his commitment,” Rep. Mario  .   who has lobbied the White House to reverse the Obama policy, told the National Journal in May. ”I have no doubt that you’re going to see in short order a different policy.” Cuban officials have refrained from direct comment. A White House official who did not want to be named said the administration is still considering what precise actions to take against Havana.  ”All of the suggestions in this article and more are on the table but none has been presented as yet to the President as of last night, but they are consistent with what he has said in the campaign,” the administration official said. ”Until he sees all the options before him    and none of us can speak for him    we do not know what he will decide in the end. You can take this administration’s actions on Venezuela as a guide.”  The Trump administration in May placed sanctions on eight members of Venezuela’s Supreme Court for stripping the country’s National Assembly of power, a move that was seen as contributing to the violent protests there. The sanctions prevent officials from traveling or doing business in the US and freeze any assets they may have abroad. The expected new policy in Cuba comes as Raul Castro appears to be finalizing his term as president. Castro has said he will step down in February 2018.  Although Castro is expected to hand pick his successor, the changing of the guard on the island would give the opportunity for the Trump administration to soon deal with a less polarizing figure if relations don’t significantly worsen. Before running for president, Trump had explored the possibility of opening hotels in Cuba. But on the campaign trail he took a much tougher line, threatening to cut diplomatic ties unless the government made concessions on human rights and religious freedoms. US officials said the administration was still looking at placing tighter controls on Americans visiting the island and possibly   a ban on US travelers bringing back Cuban cigars and rum, which was lifted by Obama. While the US prohibits tourism to Cuba, the US Treasury Department currently allows travelers to ” ” under 12 different categories of travel, such as educational tours and participating in sporting events. But the sources said Trump could end that practice, which has created a loophole that allows almost anyone to travel to the island legally.  Tightening up on those categories would likely impact earnings for the US airlines and cruise ship companies that began service to Cuba in 2016 and go against a rising   sanctions sentiment. In May, 55 US senators said they supported a bill to scrap the travel ban altogether. Trump also could overturn former President Barack Obama’s Presidential Policy Directive, which laid out general parameters for the US of a policy of engagement with Cuba. But sources said such a move would be largely cosmetic and would not have much impact.  Earlier this month, acting Assistant Secretary Francisco Palmieri, the State Department’s top diplomat for the Western Hemisphere, told reporters a focus of Trump’s revamped policy ”will be a high priority” to ensure that ”Cuba makes further substantive progress toward greater respect for human rights in the country.” For months, Cuban officials adopted a    attitude to Trump, with Raul Castro congratulating Trump on his electoral victory and saying he hoped to work with the new US president to continue to improve relations. But on May 20, considered by many Cubans in exile to be the island’s independence day, Trump issued a statement saying, ”The Cuban people deserve a government that peacefully upholds democratic values, economic liberties, religious freedoms, and human rights, and my Administration is committed to achieving that vision.” Later that day, a Cuban state broadcaster read a statement saying Trump’s views on Cuba were ”poorly advised” and ”clumsy.”"
Obama is turning to an unlikely ally to help him sell a key part of his legacy that’s under intense fire,"’  ’ ’  ’ ’  ’ ’  ’ ’   ”We now have a unique opportunity to again put country ahead of   politics,” he said. ”I think many people who are in the Congress   of the United States understand what this is all about. They   understand the implications of trade.” ’ ’   Kasich outlined why the TPP is not only something that makes   sense economically, but something that is necessary for the US   geopolitical position in Asia, where both China and Russia are   looking to delegitimize its influence. ’ ’  ’ ’  ’ ’  ’ ’  ’ ’  ’ ’  ’ ’   ”To me, that’’s what’’s at stake,” he said. ”And frankly, that’’s   why I’’m here today.” ’ ’  ’ ’   Trump, who has championed a fiercely protectionist platform   during his presidential run, said the passing of TPP would lead   to  ’ ’  ’ ’  ’ ’  ’ ”   House Speaker Paul Ryan, who’s been a staunch supporter of the   agreement in the past, recently said it had to be renegotiated   while meeting with Wisconsin manufacturing workers in early   August. ” ’   ”I don’’t think there’’s a high likelihood (of the TPP’’s passage)   right now because . .. we don’’t have the votes to pass it because   people like me have problems with some significant provisions of   it that we believe need to get fixed,” . ”But here’’s the point: We do need trade   agreements. I know a lot of people say just get rid of trade   agreements; don’’t do trade agreements, and that’’s terrible.   That’’s a problem for us.” ’ ’   Senate Majority Leader Mitch McConnell has also expressed support   for the deal in the past,  the deal might not come up for a vote   until the next president takes office. ’ ’   Although it would be hard to believe based on the campaign   rhetoric,  found that 60% of Americans stand in favor of the   deal, including a majority of both Democrats and Republicans. ’ ’  ’ ’   On Friday, Kasich also ran an   in  outlining his   support, which led him to express his deeper concerns about the   state of politics in the country during the press briefing. He   said the reaction to the   was less than warm. ’ ’  ’ ’  ’ ’  ’ ’  ’ ’  ’ ’   ”In a presidential campaign, and we’’ve seen a lot of them   and every one is defined as the most important one we’’ve had   in our history, but the fact of the matter is that goes on,” he   said. ”But this vote, by the current Congress of the United   States, is decided by the current makeup of the United States   Senate and the United States House.” ’ ’   ”I happen to believe  —   I don’’t want to try and project anyone   else’’s thinking  —   but this is a very serious matter,” he   continued. ”And when I see the presidential campaign going on,   it’’s almost a surreal   presidential election where if   you and I drafted a movie script about everything that was   happening on both sides with both candidates or even the whole   process, they would’’ve thrown us out of their offices out in   Hollywood because they would’’ve said this is a fiction that goes   beyond any fiction that would be acceptable.” ’ ’   Making note that he’’s ”never been” a strict ideological supporter   of free trade, Kasich said the agreement is ”a lot different than   NAFTA” because it involves China and Russia in a geopolitical   sense.  ’ ’  ’ ’  ’ ’  ’ ’  ’ ’  ’ ’   ”I think we’’ll work hard to try and pass it,” he said. ”The   strategy and the tactics, I don’’t know if they’’ve been developed   yet. And, let’’s be honest, the subject is hard to punch through   in the next six weeks.” ’ ’  ’ ’   Weaver said it will be absolutely necessary for Obama to use a   large amount of his political capital to get the deal through. If   not, ”it’’s not going to pass.” ’ ’   ”We have a carnival barker as a nominee on our side, and   Secretary Clinton has been pushed, unfortunately, she allowed   herself to be pushed by Bernie Sanders on the other,” Weaver   said. ”If the president will actually commit to working hard for   this, because it’’s not going to pass if he’’s not willing to use   political capital, and he now has a pretty high favorable rating   as he’’s getting ready to end his term, if he’’s willing to use   some of that political capital, we’’re willing to work with him to   get this done.” ’"
Uber just suffered its largest setback — and startups should take note,"’  ’ ’   Uber is throwing in the towel in China. ’ ’   After a gruelling ground war, the       company is officially selling its Chinese unit to its rival in   the country, Didi Chuxing. ’ ”   Uber has suffered through extreme regulatory scrutiny,  controversy over background checks and of    and more. But this is something   else. China is the world’s most populous country, with a market   consistently touted by Uber as a source of opportunity. ” ”   Uber’s withdrawal is the greatest setback in the company’s     history  —   and a rude awakening for many in the      startup ecosystem. ” ’   The details of the Didi Chuxing deal,  are as follows: ’ ’  ’ ’   Uber  as it battled its Chinese   homegrown rival, including crackdowns by the Chinese   authorities as well as censorship in WeChat and allegations   of driver fraud. ’ ”   China was a puzzle that Uber just couldn’t crack, no matter how   much cash it threw at it. The $68 billion company, the most   valuable private tech startup in the world, . While it is apparently profitable in some developed   markets, it is deep in the red in China. ” ’   This failure comes despite Uber’’s previous touting of China as a   land of milk and honey. ”To put it frankly,”  ”China represents one of the largest untapped   opportunities for Uber, potentially larger than the US.” ’ ’   The company boasted of meteoric growth in the country: Nine   months after launch, Uber enjoyed 479 times as many trips in   Chengdu as it saw in New York after the same length of time,   it said. ’ ’  ’ ”   But metrics aren’t everything. The most explosive growth in the   world won’t do a company any good if it can’t turn a profit and   build a viable business around its core product. ” ”   Uber’s failure in China is a lesson that much of Silicon Valley   and the tech industry would do well to heed. Many in the     business are happy to pump tens of millions into   wildly unprofitable businesses off the back of     growth graphs and vague promises of future returns. ” ”   It’s a strategy that can work; just look at Facebook. But it’s no   guaranteed recipe for success, no matter how many billions you   throw at it  —   as Uber has learned. ” ’   Counterintuitively, the Didi Chuxing deal may actually help Uber   in the long term, as offloading its unprofitable Chinese segment   should make it easier for the company to finally go public. ’ ’   Ultimately, the deal is a repudiation of the notion that those   with enough venture capital behind them can do   anything. ’"
